Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2014-11-21,2057,AAMU-JTG,0.00,46,59,32,31.8,33.1,37.3,41.1,43.2,46,47,48,50,56,60,302.40,13.5
2014-11-22,2057,AAMU-JTG,0.00,53,61,42,31.7,33.0,37.4,41.0,43.1,48,48,49,50,56,50,291.70,13.5
2014-11-23,2057,AAMU-JTG,0.53,56,62,52,34.2,34.3,38.4,41.3,43.8,51,51,51,51,56,86,46.76,13.5
2014-11-24,2057,AAMU-JTG,0.00,57,63,40,34.3,34.6,38.8,41.8,49.8,52,53,53,52,55,70,273.50,14.1
2014-11-25,2057,AAMU-JTG,0.00,44,55,30,33.1,33.9,38.2,41.5,47.2,49,50,51,53,55,66,295.30,14.1
2014-11-26,2057,AAMU-JTG,0.00,43,51,32,32.6,33.5,37.9,41.4,44.2,48,49,50,52,56,58,287.20,14.1
2014-11-27,2057,AAMU-JTG,0.00,37,40,26,32.1,33.3,37.6,41.3,43.3,47,48,49,52,56,74,75.90,14.1
2014-11-28,2057,AAMU-JTG,0.00,34,48,21,31.6,33.0,37.3,41.1,42.7,45,46,48,51,55,62,305.30,14.1
2014-11-29,2057,AAMU-JTG,0.00,50,58,39,31.4,32.8,37.1,41.0,42.6,46,47,48,50,55,59,111.90,14.1
2014-11-30,2057,AAMU-JTG,0.00,61,69,56,31.8,32.9,37.4,41.0,42.2,51,51,51,51,55,76,226.90,14.1
2014-12-01,2057,AAMU-JTG,0.01,57,67,44,31.8,32.9,37.6,41.1,42.0,53,53,53,52,55,90,141.40,14.1
2014-12-02,2057,AAMU-JTG,0.55,50,54,44,35.6,35.3,39.4,41.8,45.1,52,53,53,53,55,100,35.52,14.1
2014-12-03,2057,AAMU-JTG,,52,59,46,35.0,34.9,38.9,41.9,48.9,54,54,54,53,55,93,175.40,14.6
2014-12-04,2057,AAMU-JTG,,55,70,43,34.1,34.2,38.4,41.6,45.0,54,54,54,53,55,89,225.10,
2014-12-05,2057,AAMU-JTG,,61,68,54,34.3,34.2,38.4,41.6,43.1,55,56,55,54,55,87,144.70,
2014-12-06,2057,AAMU-JTG,,53,63,42,37.3,36.9,40.2,42.4,48.7,56,56,56,55,55,93,51.93,
2014-12-07,2057,AAMU-JTG,,43,50,37,34.7,34.7,38.6,41.9,46.5,52,53,54,55,56,76,277.90,
2014-12-08,2057,AAMU-JTG,,44,50,36,33.9,34.2,38.0,41.7,43.3,50,51,52,54,56,62,198.10,
2014-12-09,2057,AAMU-JTG,,41,52,36,33.3,33.9,37.8,41.5,43.0,49,50,51,53,56,76,188.30,
2014-12-10,2057,AAMU-JTG,,37,41,31,32.8,33.5,37.5,41.3,42.5,47,48,50,53,56,76,82.70,
2014-12-11,2057,AAMU-JTG,,33,42,28,32.3,33.3,37.1,41.2,42.4,45,46,48,52,55,78,285.40,
2014-12-12,2057,AAMU-JTG,,35,49,23,31.8,33.1,36.9,41.0,42.2,44,45,47,51,55,77,285.60,
2014-12-13,2057,AAMU-JTG,,36,44,28,31.5,32.9,36.7,40.9,42.0,43,44,46,50,55,85,105.20,
2014-12-14,2057,AAMU-JTG,,41,51,30,31.3,32.8,36.7,40.8,41.9,45,45,46,49,54,86,213.60,
2014-12-15,2057,AAMU-JTG,,44,57,29,32.6,33.0,36.8,40.8,41.7,45,45,47,49,54,89,173.90,
2014-12-16,2057,AAMU-JTG,,47,54,42,35.8,35.6,38.9,41.3,42.9,48,49,49,49,54,81,117.50,
2014-12-17,2057,AAMU-JTG,,38,42,33,34.5,34.4,37.8,41.4,47.5,47,47,48,50,53,86,87.10,
2014-12-18,2057,AAMU-JTG,,38,43,32,33.7,34.0,37.4,41.3,44.7,46,46,47,49,53,85,70.19,
2014-12-19,2057,AAMU-JTG,,36,41,30,33.3,33.7,37.2,41.1,43.0,45,46,47,49,53,84,100.60,
2014-12-20,2057,AAMU-JTG,,39,49,31,33.0,33.5,37.1,41.0,42.4,45,46,47,49,53,73,272.00,
2014-12-21,2057,AAMU-JTG,,41,51,27,32.6,33.3,36.8,40.9,42.2,44,45,46,49,53,85,140.80,
2014-12-22,2057,AAMU-JTG,,48,50,47,33.7,33.9,37.4,40.9,42.1,47,48,48,49,53,94,54.36,
2014-12-23,2057,AAMU-JTG,,51,55,49,38.1,37.0,39.5,41.8,44.1,49,50,50,49,53,100,22.86,
2014-12-24,2057,AAMU-JTG,,48,58,40,38.4,37.4,39.8,42.1,49.4,50,51,51,50,52,94,41.19,
2014-12-25,2057,AAMU-JTG,,40,47,33,36.0,35.5,38.2,41.6,48.1,47,48,49,50,52,85,240.90,
2014-12-26,2057,AAMU-JTG,,41,51,28,35.0,34.7,37.6,41.3,43.5,45,46,47,49,52,85,156.90,
2014-12-27,2057,AAMU-JTG,,49,55,38,34.8,34.5,37.5,41.2,42.5,48,48,48,49,52,80,77.80,
2014-12-28,2057,AAMU-JTG,,48,57,40,38.7,37.8,39.7,41.8,47.6,50,51,50,50,52,100,55.42,
2014-12-29,2057,AAMU-JTG,,40,44,38,37.7,37.3,39.4,42.2,50.4,48,49,49,50,52,99,72.00,
2014-12-30,2057,AAMU-JTG,,36,41,30,35.7,35.6,38.1,41.5,45.7,46,47,48,50,52,84,173.70,
2014-12-31,2057,AAMU-JTG,,33,41,27,34.7,34.9,37.5,41.2,42.6,43,44,46,49,52,70,276.80,
2015-01-01,2057,AAMU-JTG,,36,44,27,34.5,34.6,37.2,41.1,42.1,43,44,45,48,52,79,96.50,
2015-01-02,2057,AAMU-JTG,,42,49,38,38.3,36.7,38.6,41.4,43.8,45,46,46,48,52,100,32.62,
2015-01-03,2057,AAMU-JTG,,56,61,49,40.6,38.4,39.3,42.2,50.1,49,50,49,48,51,99,28.70,
2015-01-04,2057,AAMU-JTG,,48,61,36,39.5,37.9,39.6,42.2,48.9,52,52,52,50,51,85,110.60,
2015-01-05,2057,AAMU-JTG,,29,36,24,36.5,35.7,38.1,41.6,44.8,45,46,48,50,51,73,278.00,
2015-01-06,2057,AAMU-JTG,,35,46,24,35.7,35.1,37.4,41.2,42.6,42,43,45,48,51,69,277.60,
2015-01-07,2057,AAMU-JTG,,22,29,8,35.1,34.7,37.1,41.0,42.1,40,41,44,47,51,63,110.90,
2015-01-08,2057,AAMU-JTG,,16,28,3,34.1,34.3,36.6,40.8,41.8,36,37,40,46,51,54,306.40,
2015-01-09,2057,AAMU-JTG,,27,36,20,34.1,34.1,36.5,40.6,41.6,36,37,39,44,50,50,250.70,
2015-01-10,2057,AAMU-JTG,,24,39,12,33.7,34.0,36.4,40.5,41.3,35,36,38,43,50,52,305.60,
2015-01-11,2057,AAMU-JTG,,42,46,29,33.7,33.9,36.3,40.4,41.1,38,39,39,43,49,53,105.80,
2015-01-12,2057,AAMU-JTG,,44,48,37,39.6,37.8,38.9,41.4,46.7,43,43,43,43,49,99,34.64,
2015-01-13,2057,AAMU-JTG,,33,37,30,37.4,36.2,38.3,41.2,48.5,42,42,43,44,48,100,40.39,
2015-01-14,2057,AAMU-JTG,,31,33,27,36.8,35.5,37.5,41.0,43.9,40,41,42,44,48,96,62.55,
2015-01-15,2057,AAMU-JTG,,29,32,25,36.8,35.1,37.2,40.8,42.5,39,40,41,44,48,98,52.87,
2015-01-16,2057,AAMU-JTG,,34,48,24,36.8,35.0,37.0,40.7,42.0,39,40,41,43,48,86,309.70,
2015-01-17,2057,AAMU-JTG,,42,58,25,36.1,34.9,37.0,40.6,41.7,39,40,41,43,48,68,323.20,
2015-01-18,2057,AAMU-JTG,,46,55,37,35.8,34.9,37.0,40.6,41.6,41,42,42,43,47,55,328.70,
2015-01-19,2057,AAMU-JTG,,49,64,34,35.5,34.6,36.9,40.6,41.4,41,42,42,43,47,48,296.00,
2015-01-20,2057,AAMU-JTG,,51,61,40,35.1,34.5,36.9,40.5,41.4,43,44,44,44,47,54,251.60,
2015-01-21,2057,AAMU-JTG,0.00,44,56,33,34.8,34.4,36.9,40.5,41.3,43,44,44,44,47,65,319.70,23.8
2015-01-22,2057,AAMU-JTG,0.00,39,44,31,34.4,34.2,36.7,40.5,41.2,42,42,43,44,47,71,95.80,23.8
2015-01-23,2057,AAMU-JTG,0.61,37,39,34,39.2,37.2,38.4,40.9,43.0,42,43,43,44,47,99,29.19,23.8
2015-01-24,2057,AAMU-JTG,0.05,36,45,30,38.1,36.9,38.7,41.3,50.1,42,42,43,44,47,85,321.00,24.4
2015-01-25,2057,AAMU-JTG,0.02,44,55,33,36.6,35.8,37.7,41.0,48.0,42,42,43,44,47,75,273.00,24.4
2015-01-26,2057,AAMU-JTG,0.01,37,43,33,36.1,35.3,37.4,40.9,44.1,42,43,44,44,47,86,92.70,24.5
2015-01-27,2057,AAMU-JTG,0.00,40,48,33,35.6,35.0,37.2,40.8,42.4,42,43,43,44,47,74,296.50,24.5
2015-01-28,2057,AAMU-JTG,0.00,40,52,26,35.5,34.7,37.0,40.7,41.6,42,43,43,44,47,61,359.20,24.5
2015-01-29,2057,AAMU-JTG,,50,60,39,35.4,34.6,37.0,40.6,41.5,43,44,44,44,47,57,247.50,24.5
2015-01-30,2057,AAMU-JTG,,37,44,25,35.0,34.4,37.0,40.6,41.2,43,44,45,45,47,60,333.10,
2015-01-31,2057,AAMU-JTG,,38,49,24,34.4,34.1,36.8,40.6,41.2,41,42,43,44,47,52,199.60,
2015-02-01,2057,AAMU-JTG,,50,56,45,37.1,35.8,37.4,41.0,42.6,44,45,45,44,47,72,49.28,
2015-02-02,2057,AAMU-JTG,0.01,32,49,22,38.2,36.4,38.9,41.4,48.4,44,45,46,45,47,80,134.30,26.0
2015-02-03,2057,AAMU-JTG,0.00,29,44,18,36.5,35.3,37.6,41.0,43.9,40,40,42,45,47,74,339.10,26.0
2015-02-04,2057,AAMU-JTG,0.00,37,49,24,35.9,35.0,37.2,40.8,42.5,40,41,42,44,47,71,239.20,26.0
2015-02-05,2057,AAMU-JTG,0.00,32,43,22,35.5,34.8,37.0,40.7,41.9,40,41,42,44,47,59,362.20,26.0
2015-02-06,2057,AAMU-JTG,0.00,33,49,16,34.9,34.5,36.8,40.6,41.6,38,39,40,43,47,49,382.20,26.0
2015-02-07,2057,AAMU-JTG,0.00,48,63,30,34.6,34.3,36.8,40.5,41.4,40,41,41,43,47,35,396.60,26.0
2015-02-08,2057,AAMU-JTG,0.06,56,63,47,34.5,34.3,36.9,40.5,41.3,43,44,43,43,46,72,139.40,26.0
2015-02-09,2057,AAMU-JTG,0.01,48,57,34,35.2,34.3,37.0,40.6,41.3,46,47,46,44,46,88,140.80,26.1
2015-02-10,2057,AAMU-JTG,0.00,33,40,27,34.8,34.1,36.8,40.6,41.1,43,44,45,45,46,81,200.70,26.1
2015-02-11,2057,AAMU-JTG,0.00,37,53,24,34.2,33.9,36.6,40.5,41.0,41,42,43,44,47,76,392.50,26.1
2015-02-12,2057,AAMU-JTG,0.00,31,41,21,33.8,33.8,36.5,40.4,40.9,41,42,43,44,47,64,246.70,26.1
2015-02-13,2057,AAMU-JTG,0.00,27,39,19,33.6,33.5,36.3,40.4,40.8,39,40,41,44,47,54,385.90,26.1
2015-02-14,2057,AAMU-JTG,0.00,38,55,22,33.4,33.4,36.2,40.3,40.8,40,40,41,43,47,52,368.70,26.1
2015-02-15,2057,AAMU-JTG,0.00,22,29,14,32.8,33.3,36.0,40.3,40.7,37,38,40,43,46,41,224.10,26.1
2015-02-16,2057,AAMU-JTG,0.93,31,38,20,36.8,35.9,37.5,41.0,44.5,38,39,40,42,46,72,21.70,26.1
2015-02-17,2057,AAMU-JTG,0.00,20,25,16,37.4,35.9,38.0,41.0,49.1,36,37,39,42,46,86,227.60,27.0
2015-02-18,2057,AAMU-JTG,0.00,23,29,15,36.5,35.1,36.9,40.7,46.4,35,36,38,41,46,82,232.70,27.0
2015-02-19,2057,AAMU-JTG,0.00,14,21,6,35.3,34.6,36.5,40.5,42.5,33,34,36,40,45,65,454.50,27.0
2015-02-20,2057,AAMU-JTG,0.00,22,31,15,34.1,34.3,36.4,40.3,41.7,33,34,36,39,45,76,101.60,27.0
2015-02-21,2057,AAMU-JTG,0.85,44,54,30,39.3,36.1,37.5,40.8,43.6,36,37,37,39,44,83,50.14,27.0
2015-02-22,2057,AAMU-JTG,,36,42,33,39.5,37.1,38.6,41.2,48.1,40,40,40,40,44,98,66.43,27.9
2015-02-23,2057,AAMU-JTG,,29,35,25,39.2,37.2,38.4,40.9,47.2,38,39,40,40,44,78,301.80,
2015-02-24,2057,AAMU-JTG,,28,36,23,37.5,35.9,37.5,40.8,47.0,38,38,39,40,44,66,230.10,
2015-02-25,2057,AAMU-JTG,,29,36,21,36.7,35.2,37.0,40.6,44.0,36,37,38,40,44,81,96.70,
2015-02-26,2057,AAMU-JTG,,32,40,28,37.4,35.1,36.7,40.4,42.4,37,38,38,40,44,87,262.00,
2015-02-27,2057,AAMU-JTG,,,,,39.5,36.5,37.6,40.4,41.3,37,38,38,40,44,67,,
2015-02-28,2057,AAMU-JTG,,40,52,27,39.2,36.9,38.4,40.9,47.0,38,39,39,40,44,59,411.90,
2015-03-01,2057,AAMU-JTG,,47,49,44,38.9,36.7,37.9,40.8,48.1,42,43,42,40,43,86,111.00,
2015-03-02,2057,AAMU-JTG,,43,48,36,40.3,38.3,39.0,41.2,47.9,44,44,44,42,43,92,225.70,
2015-03-03,2057,AAMU-JTG,,53,62,43,39.6,37.8,38.6,41.1,48.5,46,46,45,43,44,99,51.67,
2015-03-04,2057,AAMU-JTG,,57,73,35,40.6,38.7,39.7,41.5,49.3,51,51,49,44,44,92,144.80,
2015-03-05,2057,AAMU-JTG,,25,35,18,41.9,39.1,39.6,41.9,49.3,43,44,46,45,44,96,76.50,
2015-03-06,2057,AAMU-JTG,,23,36,13,40.5,38.3,38.7,41.5,49.8,39,40,41,44,45,81,481.90,
2015-03-07,2057,AAMU-JTG,,37,56,19,39.1,37.3,38.1,41.1,49.9,40,40,41,42,45,65,530.30,
2015-03-08,2057,AAMU-JTG,,46,63,26,38.2,36.6,37.6,40.9,45.2,42,43,43,42,45,58,405.60,
2015-03-09,2057,AAMU-JTG,,49,58,42,40.4,38.0,38.1,40.8,42.3,46,46,45,43,45,90,188.80,
2015-03-10,2057,AAMU-JTG,,60,67,51,42.7,40.7,40.1,42.1,48.7,50,50,48,45,45,96,86.00,
2015-03-11,2057,AAMU-JTG,,60,68,54,42.7,40.4,40.3,42.5,49.0,55,55,53,47,45,94,206.10,
2015-03-12,2057,AAMU-JTG,,59,64,53,39.6,38.1,39.1,41.7,47.6,54,55,54,49,46,87,149.50,
2015-03-13,2057,AAMU-JTG,,53,59,50,40.5,38.7,39.2,41.6,43.8,53,53,53,49,46,89,77.69,
2015-03-14,2057,AAMU-JTG,,56,61,50,41.7,40.4,40.5,41.9,46.7,53,53,53,49,47,100,115.60,
2015-03-15,2057,AAMU-JTG,,58,72,44,40.0,38.8,39.5,41.8,48.0,55,55,54,50,47,71,557.70,
2015-03-16,2057,AAMU-JTG,,57,75,38,38.4,37.9,38.8,41.7,44.7,54,54,54,51,48,67,573.90,
2015-03-17,2057,AAMU-JTG,,64,78,53,37.7,37.6,38.6,41.6,42.8,57,57,56,51,48,68,513.70,
2015-03-18,2057,AAMU-JTG,,54,65,47,36.7,37.1,38.4,41.6,42.2,55,56,55,52,49,53,422.40,
2015-03-19,2057,AAMU-JTG,,53,60,47,38.5,38.1,38.4,41.4,42.2,54,55,55,52,49,93,126.70,
2015-03-20,2057,AAMU-JTG,,53,58,51,38.8,37.9,38.6,41.4,42.2,55,55,55,52,50,97,105.70,
2015-03-21,2057,AAMU-JTG,,54,62,47,38.3,37.5,38.5,41.4,42.0,55,55,55,52,50,73,272.20,
2015-03-22,2057,AAMU-JTG,,54,59,50,39.2,37.9,38.9,41.4,42.1,54,55,55,52,50,86,111.90,
2015-03-23,2057,AAMU-JTG,,58,71,46,39.7,38.7,39.8,41.5,42.0,56,56,55,52,50,72,537.00,
2015-03-24,2057,AAMU-JTG,,60,73,44,38.3,38.5,39.1,41.7,43.1,57,57,56,53,51,72,572.20,
2015-03-25,2057,AAMU-JTG,,65,76,52,37.2,38.1,38.8,41.8,43.8,59,59,58,54,51,65,498.40,
2015-03-26,2057,AAMU-JTG,,59,74,42,36.5,37.7,38.7,41.8,43.5,59,60,59,54,51,77,346.10,
2015-03-27,2057,AAMU-JTG,,41,49,33,36.6,37.3,38.3,41.7,43.1,54,55,56,55,52,77,383.30,
2015-03-28,2057,AAMU-JTG,,35,46,27,36.0,36.8,38.0,41.5,42.5,51,52,53,54,52,58,628.50,
2015-03-29,2057,AAMU-JTG,,46,59,24,35.2,36.6,37.7,41.3,41.9,50,51,52,52,52,48,503.10,
2015-03-30,2057,AAMU-JTG,,56,67,44,39.8,39.0,39.7,42.2,48.4,55,55,55,52,52,69,600.80,
2015-03-31,2057,AAMU-JTG,,60,74,41,37.5,37.9,38.8,41.8,47.8,56,56,56,53,52,74,442.10,
2015-04-01,2057,AAMU-JTG,,65,77,49,36.6,37.7,38.6,41.7,44.2,59,60,58,54,52,65,600.30,
2015-04-02,2057,AAMU-JTG,,69,75,63,35.9,37.4,38.5,41.8,43.1,61,61,60,55,52,71,309.60,
2015-04-03,2057,AAMU-JTG,,68,80,51,35.8,37.7,38.9,41.9,43.6,62,62,61,56,52,72,384.30,
2015-04-04,2057,AAMU-JTG,,50,60,37,38.1,38.5,39.6,42.4,48.9,59,60,60,57,53,63,639.70,
2015-04-05,2057,AAMU-JTG,,55,67,33,36.1,37.6,38.6,42.0,44.7,56,57,57,56,53,48,426.10,
2015-04-06,2057,AAMU-JTG,,62,66,60,37.9,38.5,39.4,42.2,44.5,58,58,58,56,53,74,166.70,
2015-04-07,2057,AAMU-JTG,,66,73,60,38.6,38.6,39.7,42.4,48.6,61,61,60,56,54,92,166.10,
2015-04-08,2057,AAMU-JTG,,70,82,58,37.4,38.1,39.1,42.1,45.2,63,63,61,57,54,80,484.90,
2015-04-09,2057,AAMU-JTG,,72,80,63,36.2,37.8,39.1,42.0,43.4,65,65,63,58,54,74,393.90,
2015-04-10,2057,AAMU-JTG,,63,72,53,40.1,39.5,40.6,43.0,49.3,64,65,64,59,55,82,284.80,
2015-04-11,2057,AAMU-JTG,,57,71,44,38.2,38.2,39.4,42.4,45.3,61,62,62,59,55,58,563.30,
2015-04-12,2057,AAMU-JTG,,64,78,43,36.2,38.0,38.9,42.2,42.8,61,62,61,59,56,64,565.30,
2015-04-13,2057,AAMU-JTG,,66,71,62,40.0,40.3,39.6,42.1,42.3,64,64,63,59,56,91,169.10,
2015-04-14,2057,AAMU-JTG,,68,76,61,41.8,41.1,41.0,42.5,45.0,66,66,65,60,56,90,287.80,
2015-04-15,2057,AAMU-JTG,,67,76,60,41.9,41.4,41.1,43.0,50.1,67,67,66,61,56,86,373.30,
2015-04-16,2057,AAMU-JTG,,59,64,56,41.7,41.8,41.0,43.4,49.3,64,64,64,62,57,92,236.30,
2015-04-17,2057,AAMU-JTG,,59,62,56,40.8,41.1,40.0,42.6,46.0,63,63,63,61,58,98,161.10,
2015-04-18,2057,AAMU-JTG,,65,75,54,40.5,41.2,40.2,42.5,44.0,65,65,64,61,58,86,442.40,
2015-04-19,2057,AAMU-JTG,,65,73,59,43.4,42.4,41.6,43.3,49.6,66,67,66,62,58,93,293.90,
2015-04-20,2057,AAMU-JTG,,58,65,44,43.0,42.1,41.5,43.2,49.4,64,65,65,62,58,79,345.90,
2015-04-21,2057,AAMU-JTG,,55,66,43,40.3,40.6,39.9,42.6,44.3,63,63,63,62,58,59,674.20,
2015-04-22,2057,AAMU-JTG,,59,75,45,40.3,40.7,40.1,42.4,43.3,64,64,64,62,59,74,639.50,
2015-04-23,2057,AAMU-JTG,,54,65,44,41.5,41.0,40.6,42.8,47.9,63,63,64,62,59,62,505.00,
2015-04-24,2057,AAMU-JTG,,56,71,40,39.3,40.2,39.7,42.4,43.9,62,62,62,61,59,63,520.90,
2015-04-25,2057,AAMU-JTG,,66,75,53,43.8,41.7,41.3,43.0,48.3,65,65,64,61,59,89,447.80,
2015-04-26,2057,AAMU-JTG,,61,71,46,41.3,40.7,40.4,42.6,45.9,67,67,66,62,59,86,530.00,
2015-04-27,2057,AAMU-JTG,,54,64,44,39.1,40.1,39.8,42.4,43.0,64,64,64,62,59,71,611.10,
2015-04-28,2057,AAMU-JTG,,56,69,40,36.7,39.5,39.4,42.2,42.5,62,63,63,62,59,67,521.30,
2015-04-29,2057,AAMU-JTG,,59,70,49,40.3,39.4,40.0,42.0,42.1,64,64,64,62,59,71,648.30,
2015-04-30,2057,AAMU-JTG,,57,72,43,36.7,39.0,39.5,42.0,41.8,64,64,64,62,59,68,547.70,
2015-05-01,2057,AAMU-JTG,,54,66,40,32.5,37.9,39.1,41.9,41.5,63,63,64,62,59,71,717.00,
2015-05-02,2057,AAMU-JTG,,59,75,42,28.3,36.3,38.5,41.8,41.2,63,63,63,62,60,72,660.20,
2015-05-03,2057,AAMU-JTG,,63,77,47,25.2,34.0,38.0,41.7,41.0,65,65,64,62,60,69,701.00,
2015-05-04,2057,AAMU-JTG,,65,79,49,22.9,31.1,37.0,41.5,40.7,65,65,65,62,60,70,526.20,
2015-05-05,2057,AAMU-JTG,,67,81,51,21.3,28.8,35.8,41.4,40.6,66,66,66,63,60,71,617.10,
2015-05-06,2057,AAMU-JTG,,67,80,53,19.8,26.7,34.4,41.2,40.3,67,67,66,63,60,67,705.00,
2015-05-07,2057,AAMU-JTG,,68,84,52,18.6,24.8,33.1,40.6,40.0,68,68,67,64,60,67,711.00,
2015-05-08,2057,AAMU-JTG,,70,86,53,17.8,23.5,31.9,40.0,39.7,69,68,68,64,60,67,692.70,
2015-05-09,2057,AAMU-JTG,,71,85,56,17.1,22.5,30.9,39.5,39.2,69,69,68,64,61,72,560.50,
2015-05-10,2057,AAMU-JTG,,74,87,61,16.8,21.8,30.0,38.8,38.9,70,70,69,65,61,75,561.10,
2015-05-11,2057,AAMU-JTG,,74,84,63,16.5,21.4,29.3,37.9,38.5,71,71,70,66,61,73,546.20,
2015-05-12,2057,AAMU-JTG,,69,77,57,16.2,21.0,28.7,37.1,38.2,71,71,71,66,62,73,565.70,
2015-05-13,2057,AAMU-JTG,,64,78,51,15.9,20.6,28.2,36.3,38.0,70,70,70,66,62,56,719.00,
2015-05-14,2057,AAMU-JTG,,68,80,48,15.5,20.2,27.6,35.6,37.7,68,69,69,66,62,66,477.40,
2015-05-15,2057,AAMU-JTG,,72,77,69,15.4,20.1,27.7,35.1,37.4,70,70,70,66,62,79,379.50,
2015-05-16,2057,AAMU-JTG,,70,78,66,29.0,23.3,29.9,35.0,37.4,70,70,70,67,63,92,305.80,
2015-05-17,2057,AAMU-JTG,,72,83,67,33.3,30.1,34.0,35.1,37.5,72,72,71,67,63,88,380.00,
2015-05-18,2057,AAMU-JTG,,71,78,65,36.0,32.9,35.8,35.3,37.6,72,72,72,67,63,94,376.60,
2015-05-19,2057,AAMU-JTG,,72,83,63,35.1,33.4,36.6,35.4,37.6,73,73,72,68,63,82,600.00,
2015-05-20,2057,AAMU-JTG,,71,82,60,32.9,31.9,34.7,35.4,37.5,73,73,73,68,64,82,545.70,
2015-05-21,2057,AAMU-JTG,,57,65,47,32.7,30.3,33.6,35.6,37.6,70,71,71,69,64,88,194.90,
2015-05-22,2057,AAMU-JTG,,57,72,45,29.8,29.2,32.8,35.5,37.5,68,68,68,67,64,76,747.00,
2015-05-23,2057,AAMU-JTG,,67,80,46,26.4,27.5,32.0,35.3,37.4,69,68,68,67,64,66,732.00,
2015-05-24,2057,AAMU-JTG,,72,81,63,26.6,25.7,31.2,35.0,37.1,71,71,70,67,64,71,594.90,
2015-05-25,2057,AAMU-JTG,,69,76,66,36.4,29.8,35.0,35.2,37.2,70,71,71,67,64,87,214.80,
2015-05-26,2057,AAMU-JTG,,72,79,65,35.4,34.4,38.6,36.3,37.1,71,71,71,68,64,86,354.30,
2015-05-27,2057,AAMU-JTG,,70,83,63,36.7,34.9,39.0,37.4,37.1,71,72,71,68,64,90,351.70,
2015-05-28,2057,AAMU-JTG,,70,79,63,37.7,36.2,40.6,41.6,48.7,72,72,71,68,64,90,437.20,
2015-05-29,2057,AAMU-JTG,,71,80,64,36.5,35.1,39.5,41.4,44.2,73,73,72,69,65,86,499.00,
2015-05-30,2057,AAMU-JTG,,73,83,64,35.8,34.3,39.1,41.4,40.9,73,73,73,69,65,81,542.30,
2015-05-31,2057,AAMU-JTG,,72,83,65,36.3,33.8,38.9,41.3,39.0,74,74,73,69,65,83,534.80,
2015-06-01,2057,AAMU-JTG,,68,78,62,39.8,36.7,41.8,41.6,37.7,73,74,73,70,65,91,446.80,
2015-06-02,2057,AAMU-JTG,,66,74,60,38.0,36.0,41.1,42.2,37.2,72,73,73,70,65,89,408.90,
2015-06-03,2057,AAMU-JTG,,68,76,60,37.1,35.6,40.6,42.2,36.7,73,73,72,69,65,85,602.90,
2015-06-04,2057,AAMU-JTG,,69,81,60,36.4,35.1,40.4,42.3,36.5,73,73,73,70,66,85,572.30,
2015-06-05,2057,AAMU-JTG,,72,84,61,35.5,34.6,40.2,42.3,36.2,74,74,73,70,66,83,580.50,
2015-06-06,2057,AAMU-JTG,,74,85,62,34.6,34.1,40.2,42.3,36.3,76,76,74,70,66,78,682.00,
2015-06-07,2057,AAMU-JTG,,76,89,63,33.5,33.3,40.2,42.4,36.3,77,77,76,71,66,75,679.80,
2015-06-08,2057,AAMU-JTG,,,,,35.4,34.6,41.3,42.8,36.6,76,76,76,71,66,89,,
2015-06-09,2057,AAMU-JTG,0.00,76,87,66,38.0,36.4,41.6,43.2,46.0,77,78,77,72,67,80,543.20,40.4
2015-06-10,2057,AAMU-JTG,0.00,77,89,63,36.2,35.6,41.2,42.9,,78,78,77,72,67,74,607.50,40.4
2015-06-11,2057,AAMU-JTG,0.00,78,89,66,35.2,34.8,41.1,42.8,49.0,78,79,78,73,67,77,520.00,40.4
2015-06-12,2057,AAMU-JTG,0.00,77,88,71,34.1,34.0,41.0,42.8,47.7,78,78,77,73,68,77,398.80,40.4
2015-06-13,2057,AAMU-JTG,0.00,79,89,68,33.4,33.1,40.9,42.7,46.9,79,79,78,73,68,70,521.50,40.4
2015-06-14,2057,AAMU-JTG,0.00,79,90,68,32.2,32.5,40.9,42.7,45.0,79,79,78,74,68,71,538.70,40.4
2015-06-15,2057,AAMU-JTG,0.00,80,93,67,31.2,32.1,40.9,42.6,43.9,80,80,79,74,69,71,612.30,40.4
2015-06-16,2057,AAMU-JTG,0.00,81,94,69,30.1,31.5,40.8,42.6,43.6,81,81,80,74,69,74,523.40,40.4
2015-06-17,2057,AAMU-JTG,0.00,81,95,68,29.2,31.1,40.8,42.6,43.2,81,81,80,75,69,72,563.10,40.4
2015-06-18,2057,AAMU-JTG,0.00,81,93,68,28.4,30.5,40.6,42.6,43.0,81,82,80,75,69,73,506.60,40.4
2015-06-19,2057,AAMU-JTG,0.00,82,91,74,27.6,30.0,40.4,42.6,42.8,82,82,81,76,70,66,530.30,40.4
